studentId,isTopPerformer
11450,False
7855,False
12753,False
14717,False
7455,True
6958,False
8004,True
8575,True
15668,False
9155,False
13288,False
6613,False
5979,False
8308,False
15613,False
14961,True
15911,False
8222,True
11456,False
10157,True
15385,False
15662,True
13020,True
11776,True
6278,False
14230,False
13638,True
15187,False
15339,False
15254,False
15419,True
5328,False
5315,True
5342,True
15647,False
14831,False
15663,False
15638,False
12004,True
6173,False
11148,False
13413,False
14915,True
14753,False
15534,False
15413,True
15154,False
13149,False
15631,True
10579,True
8795,True
4915,False
6518,False
12872,True
8247,False
15506,True
8298,False
4898,False
4895,False
11624,True
4939,False
7415,True
12534,False
9663,False
5021,False
4834,True
5662,False
5657,False
5533,False
4847,True
6769,True
7164,False
5538,False
10949,True
5525,False
5529,True
5564,True
5560,True
5556,True
4917,False
8300,False
9080,True
6917,True
11933,False
5614,False
7066,True
7033,False
7883,False
14759,True
4929,True
5001,False
4994,False
4982,False
4974,False
4976,True
5264,True
14330,False
10284,True
10622,False
14734,True
8307,True
10421,False
14921,True
9329,False
15416,True
9321,True
6329,False
6239,True
9839,True
15433,True
9849,False
10497,False
14668,False
15502,True
6888,True
6177,True
9377,False
5716,False
7281,False
6318,False
15543,False
10766,False
12440,True
11785,True
15468,True
14727,False
8756,False
14935,False
13953,False
15414,False
14682,True
14702,False
14959,False
15145,False
15607,True
15451,True
14723,False
5963,False
5745,False
7666,True
5950,True
15649,True
11788,True
15599,True
8323,False
7716,False
7701,True
5728,False
5992,False
6718,True
14976,False
827,True
15151,True
13019,True
15578,False
15382,False
15665,True
12086,False
8999,True
15207,False
6914,False
14791,True
863,False
728,True
881,True
15147,True
12674,True
9099,True
15007,False
15211,True
15570,False
15206,False
15511,True
8482,False
15546,False
15650,False
10972,True
15609,True
10920,False
14972,True
15282,False
14776,False
6200,True
6900,True
6757,True
11322,True
7208,True
14857,False
12229,True
7686,False
6134,True
8665,False
8416,True
14917,True
14115,False
10651,False
6450,False
6992,True
7703,False
6157,True
9542,False
6775,False
15592,False
10794,False
12645,False
15653,True
7488,False
7477,False
15496,True
10215,True
15024,False
5882,True
13576,True
14118,True
11482,False
6253,False
6059,False
7065,False
15614,True
15537,True
14119,False
6132,False
6578,True
6793,False
11029,True
7251,True
7981,False
6708,False
15542,False
8987,False
14626,False
5788,True
15457,True
6952,False
7122,False
5757,False
6178,False
13099,False
12187,False
14577,False
6752,True
5891,False
5839,False
6782,True
7154,False
8655,False
7500,True
5861,False
14661,True
6007,True
7490,True
7427,True
7770,True
6353,False
8256,True
6212,True
6631,False
7418,False
8710,False
6771,False
6938,True
6011,False
7977,False
7000,False
5714,False
14855,False
14738,False
12946,True
6953,False
7234,False
15616,False
7651,True
7183,True
5791,True
15203,True
13115,True
6904,False
6779,False
6250,True
7487,True
15427,False
6100,False
6111,False
6127,False
7803,False
6727,True
6218,True
6928,True
8488,True
7527,False
8089,False
7735,True
7042,False
6571,False
6403,False
7773,False
7736,True
6583,False
7031,True
6163,False
15308,True
8240,True
6274,False
6388,False
6734,True
8523,False
6194,True
8493,True
6456,False
8076,False
6996,False
7319,False
5848,False
8384,False
8474,False
8410,True
5937,True
8485,True
8294,False
7596,True
6879,False
8690,True
8675,False
6500,False
7982,True
7175,True
8604,True
6912,False
7383,True
8481,True
7149,True
13087,False
12876,True
13977,True
11800,False
9568,True
13465,False
15640,True
15273,True
14128,True
11595,False
11035,False
12413,False
10288,True
13054,True
10034,True
11040,False
13482,True
14637,True
10533,True
10846,False
8992,False
12253,True
13980,False
10802,False
12169,False
12379,True
13646,True
14698,False
14813,True
14109,True
12710,False
15255,False
13853,True
6815,False
15595,True
14455,False
14644,True
13698,False
6594,False
15428,False
13699,False
9355,False
10001,True
15369,True
14663,False
9452,False
12435,True
13464,True
9050,False
10323,False
7429,False
6411,True
12123,False
5732,False
11806,True
12103,False
11494,True
13153,False
15026,True
15222,False
14896,False
7920,False
15606,False
3277,True
3428,True
4786,False
8692,True
13095,False
246,False
47,False
480,False
3222,False
8315,False
11807,True
578,True
2109,False
2188,False
2189,True
224,True
2193,False
2230,True
14137,False
7266,False
8404,False
7554,False
13546,False
11181,False
13988,False
9110,False
10827,True
12358,False
8885,False
6654,False
8880,True
8883,True
13039,False
8024,False
2280,True
2282,False
8498,True
9236,True
15656,False
11498,True
15547,True
2292,True
8108,True
6657,False
8729,False
11962,False
12108,False
13707,False
13989,False
15117,False
2316,True
2317,True
2346,False
2348,True
2349,False
2353,False
7274,True
6982,True
12895,False
13259,False
14978,False
14186,True
13876,True
6983,True
15432,False
15564,True
2400,False
22790,True
2408,False
2409,True
7184,True
5721,False
6425,True
6670,True
11502,False
2411,True
2412,False
2416,False
2418,False
15410,False
15577,False
2426,True
2459,False
2460,False
8906,True
15424,False
13710,True
13349,True
8901,False
13080,True
4911,False
12821,True
2484,False
9916,True
14873,False
14271,False
14144,True
569,False
2531,False
23,False
507,False
8337,False
13712,False
14796,False
11819,True
10680,False
14999,False
318,False
2543,True
13997,False
9166,False
13200,False
2551,True
2553,False
2585,False
13578,True
13713,True
14146,False
15344,False
14673,True
11664,False
8850,True
14515,True
13204,False
15162,False
15034,False
13998,False
15666,True
15658,False
9137,True
15051,False
2036,False
591,False
14580,True
11510,True
11666,False
12914,True
14784,True
15402,True
14150,True
8927,True
15478,False
15426,False
15302,False
9614,True
12799,False
15131,False
14763,False
4826,False
2656,True
2657,True
15306,False
14842,False
2670,False
2783,True
14002,True
14790,False
14614,True
15518,True
10095,False
9194,False
5599,True
2788,False
15634,True
15324,False
15185,False
9518,False
14549,False
15002,False
2093,True
2278,False
10944,False
10294,False
15323,True
15455,False
10526,False
15582,False
15440,True
15358,False
14280,False
11515,False
14586,True
15353,False
2814,True
2815,True
2822,False
14838,True
15195,False
15126,True
14005,True
15332,False
14886,True
14534,False
11672,False
15299,False
11234,False
11489,True
2830,False
2832,False
2851,True
2855,False
12296,True
14007,False
2868,False
11168,False
2871,True
14783,True
10806,False
13161,True
15035,False
9214,False
2876,False
2880,False
15172,False
14902,True
14609,True
14863,True
12607,False
9118,False
11675,False
15105,False
2920,False
13305,False
10000,False
15568,False
2925,False
2928,False
16088,False
15317,False
13260,False
15554,False
15031,True
15036,True
15703,True
15312,False
12921,True
15365,True
9528,False
2942,False
2943,False
2975,False
2977,False
2979,True
15043,True
9399,False
15409,True
15441,True
15017,False
15379,False
2995,False
2999,False
15642,False
3005,True
3007,True
13845,False
12810,False
14653,False
15389,False
12926,True
14774,False
14011,True
3045,True
3047,False
3064,True
15305,False
6567,False
3073,True
3075,True
13426,False
15246,False
15022,False
11839,True
15463,True
13175,False
7603,False
14878,True
6136,False
10690,False
13340,False
15181,False
15551,True
11524,False
15395,False
248,False
249,False
6451,True
15103,False
9578,True
9435,False
15588,False
15544,False
15598,False
14529,False
15321,False
14182,True
14171,False
3186,False
3187,True
3191,True
3199,False
3201,True
13148,False
10427,True
306,False
394,False
15475,False
15392,True
13979,False
14954,True
14995,False
12311,False
388,False
14571,False
9958,False
282,False
13350,True
13086,True
15155,False
15384,False
14700,False
15538,False
14629,False
339,False
14290,True
14985,False
278,False
33,False
242,False
457,False
14620,False
15545,False
15611,True
11530,False
13773,False
14537,True
11685,False
13430,False
12695,True
13170,False
9447,True
13003,False
14292,False
176,False
7157,True
7539,False
6354,True
6358,False
7063,True
8818,True
14019,False
9228,True
8007,True
6375,False
353,False
6396,True
8704,False
516,False
8705,False
245,True
8709,False
5949,False
8021,True
7745,False
465,False
559,True
61,True
7657,False
5823,False
5914,True
7671,True
8133,False
7199,True
8743,True
265,False
233,False
7491,False
7677,False
6897,False
7210,True
7875,True
7967,False
15061,True
15167,False
97,False
2837,False
6781,True
7611,False
2841,False
2842,True
6598,True
7990,False
7905,False
2847,False
7899,False
7143,True
14940,False
13858,False
8267,True
409,True
407,False
2085,False
6069,True
6297,False
6281,False
6817,True
7532,True
7732,True
8011,True
8013,False
348,False
5887,False
7260,True
7643,False
7832,False
7924,False
6308,False
6313,False
10503,True
7833,True
6847,True
6319,False
7999,False
477,True
519,True
6285,False
7346,False
7439,False
15346,False
7347,False
281,False
104,False
585,False
8768,False
8631,False
8778,True
7747,True
8644,False
3218,False
564,True
6210,False
7431,False
2007,False
6160,False
7250,False
13705,True
13861,False
11341,False
12429,False
11516,False
11533,False
15442,False
15533,False
10929,False
1985,False
15641,True
1989,False
1990,False
2176,True
2177,True
2442,True
15281,False
2682,True
2683,False
2686,False
12648,False
11850,False
14868,True
15549,True
13864,False
13693,False
13741,True
14610,True
14173,False
11346,True
9374,True
15439,False
2692,False
2700,True
2768,False
2772,False
2878,True
3054,False
3055,True
15594,False
3140,False
3148,True
3150,False
3153,False
3154,False
3156,False
8344,False
3170,False
12432,True
14296,False
11537,True
2174,False
2183,True
2185,True
8611,False
849,False
722,False
864,False
727,False
10531,True
11541,True
628,False
921,True
5826,False
643,False
11357,False
10153,False
11693,True
652,True
962,False
13869,True
658,False
13360,True
11013,True
9034,False
11855,True
11694,False
1037,True
1040,False
1116,False
1120,False
1123,True
12940,True
12259,False
12557,True
14829,False
1149,False
1151,True
1166,False
1184,True
13194,False
11487,True
1216,False
1219,False
1225,True
1291,False
12560,False
1346,False
1296,False
1299,True
1328,False
1355,False
10405,False
11858,False
12690,False
1359,False
1365,True
1402,False
1415,True
1417,False
25,True
1468,False
12686,False
11364,True
7139,False
1474,False
1506,True
1508,True
1517,False
1518,False
1531,False
1573,False
1614,True
12092,False
10883,False
11546,False
9895,False
1616,True
1649,False
1656,False
1657,False
11368,False
14185,False
10281,False
1647,True
1707,True
1725,False
1788,True
1796,True
1806,False
1870,True
1874,False
12954,False
1717,False
13376,False
5752,False
11863,False
13203,False
1878,False
1879,False
1885,False
1894,False
1929,False
713,False
783,False
14766,True
15165,False
11371,True
12302,False
729,True
706,False
718,True
8350,False
9689,False
13467,True
11705,True
11551,True
1799,True
1900,False
12445,False
8521,True
13633,False
15470,True
3431,False
632,False
793,False
3329,False
4795,True
4776,False
4779,False
8591,True
13719,True
8322,False
11707,True
8403,False
6856,False
8695,True
50,True
8595,False
5982,True
6335,True
13643,False
7929,False
9274,True
5983,True
12014,False
15112,True
10183,False
7082,True
11179,False
11377,False
12250,False
15557,True
5711,False
5712,True
8727,True
12609,False
15252,False
7177,True
5799,True
14967,True
13385,False
5987,False
6193,False
8351,True
7374,False
11556,False
11557,True
15340,True
11253,False
15072,False
9671,False
10633,False
8207,True
15157,False
7180,False
5990,False
8501,True
15559,False
8030,True
6197,False
6871,True
5810,False
11156,False
15257,True
8502,True
9945,True
14800,False
6098,True
11385,True
5904,False
12691,True
13887,False
12020,False
11387,False
14887,True
15539,True
10234,True
4846,False
4959,True
10575,False
5279,False
8530,False
6427,True
6428,False
8603,False
7567,False
14714,True
15175,False
10407,False
5005,True
7942,False
10225,True
6674,False
7473,False
7474,False
4909,False
272,False
92,False
6436,False
11564,False
8606,True
5814,True
4921,False
4966,False
4977,False
13748,True
192,False
262,True
7852,False
264,True
131,False
114,False
7755,False
6675,False
6445,False
14922,True
13664,True
15348,False
11719,False
216,True
481,True
11394,True
7189,False
7382,False
13785,True
3232,False
14543,False
12974,False
15291,False
14649,False
11720,True
7948,False
6463,False
6703,False
14950,False
13704,True
14931,False
14604,False
15375,True
15630,True
14205,True
15325,False
15399,False
15434,False
5638,False
12456,True
14956,False
7573,False
5278,True
5524,False
650,False
15327,False
15199,False
5519,False
5553,False
6113,False
15540,False
6681,False
13896,True
14662,True
4852,True
5583,False
5587,True
5571,False
5569,False
4861,False
684,True
1031,False
687,False
11881,False
7188,False
6806,True
7953,False
5790,True
8439,False
15107,False
14920,False
14059,True
14773,True
14919,False
15521,False
1049,True
794,False
12459,False
11731,False
13790,False
5682,False
14208,False
14659,True
14739,False
4843,True
5565,True
6705,True
6706,True
6710,False
14810,False
5013,False
5609,True
5596,False
11732,True
7104,True
7673,True
5621,False
12492,False
6009,False
10218,False
11403,False
12892,True
4829,False
4871,True
5676,False
7674,False
11404,False
12041,True
6071,True
5631,True
6495,False
5632,True
7582,False
14062,False
4992,True
5919,False
4955,False
5842,True
7866,False
11405,False
4934,False
5040,False
6993,False
13186,True
15536,False
7514,True
6519,False
96,True
14067,False
790,True
6739,True
7518,True
11736,False
11406,True
11574,True
10089,True
11570,False
14648,True
12089,False
14861,True
13230,False
11578,True
613,True
8053,True
8745,False
7679,True
5828,False
7775,True
15571,False
842,True
843,False
721,False
7589,False
6899,False
12759,True
4739,False
6525,False
6531,False
14824,True
9934,False
14827,False
14215,False
10760,False
14123,False
2015,True
2020,True
2022,False
2024,True
2026,False
13345,True
15513,True
7483,False
9124,False
726,False
621,True
625,True
7099,True
15528,True
6894,True
7306,False
7683,True
6541,False
2074,False
12758,True
2097,False
12388,False
2103,False
6230,False
6901,False
7873,False
895,False
631,False
2126,True
2133,False
5753,True
7026,False
15148,True
6747,True
2134,True
8057,False
2137,False
2139,True
6550,False
915,False
11414,False
9305,False
7128,True
649,False
13527,True
11586,False
5741,False
6759,True
7970,False
11327,False
5911,True
12357,True
1003,True
13012,True
14222,True
1004,True
6149,True
7867,False
8454,True
6240,True
15561,False
9232,False
14572,False
15110,False
13247,True
984,True
15575,False
991,False
760,False
9404,False
7024,True
12900,True
11590,False
12189,False
761,True
1008,True
14821,False
14639,False
14078,False
6581,False
7318,True
1011,False
1020,True
1026,False
1032,False
774,False
12826,True
6582,False
5942,True
6773,True
1058,False
695,False
11903,True
8459,True
12068,False
1063,False
1072,True
1068,True
697,True
1069,False
1070,True
1094,True
7222,True
15398,False
7608,True
7698,False
6035,False
8253,False
5854,True
11753,True
1077,False
10199,False
640,False
3297,True
11561,False
13918,False
13920,True
6786,True
1962,False
3266,False
3306,True
3308,False
11754,False
13616,True
15567,True
7521,False
6262,True
7988,False
8752,True
14083,False
7333,True
3321,True
663,True
672,True
3283,False
3284,True
3254,False
8753,True
15417,True
5953,True
8254,False
6257,True
6268,False
3393,False
3396,True
6926,True
11429,False
12053,True
11757,True
3260,False
3399,False
3404,False
5288,True
6932,False
6931,False
7426,False
7332,True
11152,False
3409,False
3414,False
3418,False
7897,False
7523,False
8508,False
11759,False
14087,True
13365,True
6937,False
5282,False
5340,True
7808,True
2151,False
890,False
848,False
902,False
8174,False
11434,False
9838,False
2501,False
1090,False
1093,False
1095,False
1097,False
1098,True
11042,False
9844,True
1109,False
1128,True
1134,True
1135,False
1136,False
1140,False
1148,False
1193,True
1203,True
1204,False
14352,False
1212,False
1257,False
1269,False
1274,False
1276,False
1285,True
6166,False
9150,False
1309,False
1325,False
6074,False
1370,False
1378,False
12790,True
15183,True
1397,True
1445,False
9719,True
15250,True
1480,True
1482,False
1489,True
9551,False
1535,False
1544,False
1546,True
1549,True
1552,False
1570,False
8275,True
1609,False
1682,True
1688,False
1693,False
1742,False
1755,False
1669,True
1761,False
1764,True
1751,False
1772,False
1777,True
1779,False
1839,True
1844,False
1846,False
1853,False
1855,True
1858,True
1944,False
3313,True
3292,False
8613,False
1991,True
2198,False
2212,False
2255,False
2266,False
2267,True
2322,True
2329,True
2333,True
2339,False
2395,True
2449,True
2500,False
2566,True
525,True
2632,False
2713,True
2724,False
2746,True
2758,False
2043,True
2055,False
2057,False
2064,True
2068,True
8765,True
170,True
416,False
54,False
444,False
64,False
2886,True
14092,False
2956,False
2962,True
2963,True
2964,False
2965,False
2971,False
2972,False
3021,True
3107,True
3110,True
3114,False
3116,True
3117,False
5327,False
3178,False
5306,True
3127,True
3130,False
2811,False
8429,False
5298,True
201,False
8353,True
5263,False
5256,True
39,False
301,False
437,True
499,False
67,True
148,False
8430,True
461,False
3202,True
3204,False
3213,False
15,True
74,True
587,True
584,False
286,True
11001,True
354,True
593,False
8637,False
68,True
439,False
575,False
63,False
8536,True
491,True
522,False
8537,True
8400,True
378,False
48,False
341,True
7654,True
173,False
589,False
328,False
5685,False
5698,False
7730,True
9920,True
7254,False
7543,False
7255,False
5930,True
7837,True
11607,True
11916,True
8783,True
7571,True
7758,False
13947,True
8127,False
6052,False
12375,False
5866,False
11444,False
6207,True
908,False
982,False
832,False
4798,False
12755,True
11609,False
7138,False
6712,False
4809,True
4810,True
7952,True
13120,False
8132,False
7504,False
8548,True
7192,False
12823,False
10243,False
13595,True
6787,True
14103,False
11921,False
5895,False
6077,False
7690,False
8062,False
9871,False
8249,False
11447,True
7784,True
8258,False
15509,True
13625,True
13950,False
6049,False
11448,False
126,True
254,False
7350,False
8567,True
8671,False
6172,False
6292,False
6950,True
13621,False
14359,False
14247,False
14303,True
12314,True
13500,False
10356,False
12959,True
14758,True
13082,True
14731,True
14846,False
12802,False
14779,False
14765,False
15329,False
14760,False
15077,True
14852,False
11849,True
11902,False
14881,True
14946,True
12428,False
15328,True
15351,False
15550,False
10345,True
9516,False
14262,False
10581,False
10437,True
14853,True
11880,False
13098,False
15209,True
13611,False
13559,False
14526,True
9731,False
14511,False
14845,False
13263,True
14943,False
12439,False
15298,False
15563,True
15447,False
15532,False
9810,True
12947,False
15198,True
9950,False
11084,False
9940,False
11617,False
9160,False
12883,False
15278,True
14916,False
15014,True
12461,False
14625,True
15082,False
14616,False
14899,False
15866,False
11245,False
15287,True
15618,False
14737,False
15221,False
14925,True
14704,False
14741,True
15124,True
10277,False
15330,True
9509,True
11079,True
14691,True
15098,True
15286,True
15387,True
14642,False
15517,False
14677,False
14596,True
14669,True
14948,False
10480,True
13130,False
15015,False
15067,False
14782,False
14600,False
12495,False
14888,False
14968,True
15368,True
15352,True
14485,False
15276,False
14735,True
10787,True
14939,True
15301,True
10967,True
9141,False
15605,True
14747,True
15486,False
14562,False
14566,False
14792,False
15336,False
15277,False
15296,True
9527,False
11313,True
13310,True
10524,False
9629,True
14631,True
10465,False
15210,False
10054,False
10070,False
11844,False
14687,True
10272,False
9553,False
14612,False
13585,True
12573,False
9291,False
9952,True
14496,True
15166,False
15213,False
13635,False
12051,False
15372,False
14721,True
10757,False
14724,False
10698,True
14952,False
10706,False
15289,False
15338,False
14953,False
13542,True
15367,True
8864,True
10726,True
14835,False
9861,True
8947,False
14767,True
14657,False
12200,False
15421,True
14908,False
15465,False
14814,False
15120,True
12231,False
9323,True
10369,False
14602,True
13631,False
15529,True
10525,False
15193,True
14958,False
14707,True
14538,False
14865,False
15108,False
9575,True
14781,False
14811,True
14805,False
10092,False
11995,True
12508,False
14788,True
15476,False
14746,False
14867,False
14910,True
15047,True
9506,True
12749,False
12179,True
9683,True
15452,False
14632,False
9607,False
14926,True
14658,True
15520,True
10048,False
13094,False
13169,False
12722,False
9300,True
15097,False
15584,True
14839,True
15205,False
15512,False
12736,False
14542,True
12248,False
9148,False
10889,False
15556,False
15232,True
15664,False
15347,False
15158,True
15629,False
11071,False
10780,False
10610,False
9462,True
14531,False
15030,True
12555,True
13399,False
8981,False
15177,False
11034,True
12727,True
14647,True
14785,False
14615,False
15357,False
14581,True
12341,True
15091,True
15220,False
15003,True
15503,False
10986,False
9990,True
9811,False
11124,False
14699,False
14667,False
14761,False
9906,False
13557,False
13437,True
11036,False
9104,True
10851,True
14990,True
15233,True
15725,False
12239,True
13483,False
15275,True
15224,False
10667,False
15364,False
10370,True
12422,False
15152,True
9344,False
9860,False
9676,True
12308,False
15397,True
15730,True
15541,False
14955,False
11185,True
14832,False
15122,True
15603,True
14752,False
9574,False
13056,False
15230,False
15527,False
14679,True
14533,False
15149,False
14965,True
8963,True
14590,True
9790,True
11300,False
9763,False
15104,True
14711,False
15093,False
14481,False
15078,False
11640,False
15139,False
14897,True
15204,False
14680,False
15691,True
14906,True
11960,True
10785,False
9703,True
12095,False
14907,False
14912,True
14928,False
14833,False
13292,True
14882,True
15487,True
10709,True
13339,False
10597,False
10309,True
13534,True
12354,False
12047,True
14694,False
10653,True
12841,False
10271,True
10881,True
13061,False
13110,False
15390,False
12957,False
15495,False
13085,False
12761,False
12420,False
10124,True
12830,True
13197,True
15058,True
11116,False
15141,False
15240,False
12505,True
12177,True
10173,True
15019,True
9994,True
10194,False
12205,True
15474,True
14945,True
10041,True
10363,False
14556,False
14593,False
15243,False
10045,False
14862,False
12470,False
13533,True
11717,True
15244,False
9699,False
15021,False
15264,True
12143,True
9774,False
15310,True
14692,False
14550,False
15245,False
10517,True
10745,False
11094,False
8950,True
12447,False
15116,False
9819,False
15092,True
14606,False
15300,False
15247,True
12713,False
14742,True
15248,False
15226,False
14603,True
12989,True
14876,False
15033,False
13037,False
12992,True
13389,False
12967,False
9727,False
14898,False
14535,True
14762,True
14732,True
15040,True
15479,False
15153,False
14893,True
14569,False
14754,False
15572,False
14718,True
9771,False
10837,True
11060,False
10325,False
15608,True
14628,False
14823,False
14652,False
9532,True
10732,False
15590,True
15651,True
13291,False
9595,False
13956,False
13856,True
14592,False
15134,True
